﻿customerInput;category
dzwonię komórki chodzi zawieszenie telewizora próbowałam;telefon mobiny
dzwonię komórki czerwonego krzyża mieszkania;telefon mobiny
dzwonię komórki mieszkania;telefon mobilny
dzwonię nazwisko proszę otrzymywaliśmy faktury rachunki;płatności
dzwonię telefonu komórkowego chodzi mamy;telefon mobilny
dzwonię ulicy bohaterów getta mamy ogóle odbioru telewizji sygnału;dtv
dzwonię mieszkam ulicy oddane sygnału telewizory żadnym;dtv
dzwoniłam chciałam odwołać mechanika telewizora;dtv
dzwoniłam chwileczką rozłączyło jeleniej góry dzwonię telewizji przypuszczam awaria;dtv
dzwoniłam telewizora naprawiłem odwołuje przychodził wpis naprawy;dtv
przemocy zepsuł telewizor;dtv
internetu internet wiem chodzi kółka latają;internet stacjonarny
porozmawiać technicznych słyszałam;dtv
chciał zgłaszam zgłosić wymianę dekodera;dtv
chciałam prostu wcisnęłam źle pilocie kanał wyświetlił 1000 umie wyjść;dtv
dzwonię odnośnie przeniesienia telefonu play;przeniesienie usług
dzwonię kwiatowej ranga całym bloku telewizji żadnej żadnego programu proszę samego;dtv
prostu chciałam zapytać otrzymałam rachunku zapłaty;saldo
prostu dostałam rachunku;saldo
potrzebuję hasło wifi;internet stacjonarny
kontaktuję rachunku;saldo
takim wieku denerwuje mogę porozumieć telewizor wyświetla przerwy;dtv
szałamaje proszę śmierć róż telewizora rady cóż celem szaman szyba;dtv
rachunku płacić abonamentu blankiety skończyły mogę uzyskać blankiety;saldo
dostałem druczków zapłaty;saldo
zapłacone zapłaciłam dostałam rachunek;saldo
powiedziałam internetu stacjonarnego telewizji;internet stacjonarny
rozmawiałam chciałam połączyła konsultantką faktury;płatności
kiedyś zgłaszałem poniedziałek zgłaszałam telewizji całą niedzielę południa;dtv
komunikuje rachunku;saldo
kontaktuje internetu stacjonarnego;internet stacjonarny
abonament telewizję;dtv
awarię telewizora słaby sygnał sygnału ciągle przerywa mogę oglądać;dtv
pakiet sygnału;dtv
dekoder chciałem jednego zrezygnować;dtv
miałam wizytę podłączenia dekodera dziesiątą dwunastą chciałam zapytać godzina mniej;dtv
kłopot odbiorem dekoder dyle;dtv
nadpłaty;saldo
niewłaściwie działa telefon domowy;telefon stacjonarny
normalny domowy telewizor sygnału chwili;dtv
pakiet telewizja internet telefon;dtv
prostu chodzi zapłaty faktury zapłaciłam przyszło zapłacić;saldo
powiedzmy stacjonarny chodzi prostu chwili doładować;internet stacjonarny
problem chyba dekoderem;dtv
problem kartą pisze sprawdzić kartę przecieram napisany problem kartą;dtv
problemy platynowej połowy programów;dtv
pytanie mogę dostać drugi dekoder;dtv
pytanie piłę opłaty zrobić bierze;saldo
pytanie odnośnie odesłana routera chciałam zapytać wystarczające odstąpić umowy wygląda procedura;odstąpienie
sprawę czymś telewizora;dtv
taką prośbę skończyły rachunki opłatę mogłabym prosić przysłanie nowych;saldo
taką sprawę chciałem zrezygnować prostu kanałów hbo;rezygnacje
taką sprawę złożyłem wymówienie rozwiązanie umowy przesył telewizji kablowej internetu;rezygnacje
taką sytuację zapłaciłem miesiące doszedł znaczy dostałem rachunki zapłacić drugi;saldo
proste pytanie zadzwoniono problem kartą wiem chodzi;dtv
pytanie telewizor samsung odbierała nowych;dtv
telefon stacjonarny odbiera sygnału;telefon stacjonarny
telefon zwykłych komórkowy malutki chodzę płacić poczty proszę;telefon mobiny
telewizję niesprawną miał przyjść wezwane miało przyjść kompanię denon szesnastej osiemnastej dzwonił pytał telefon sprawny nikt;dtv
telewizję sieci;dtv
telewizję kablówkę problem odbiorem;dtv
telewizory dekoderem program ograniczany jakiejś ciągle kanał;dtv
mieć telewizję telefon;dtv
fakturę babci babcia zmarła rozwiązać umowę wiem zrobić;płatności
pytanie dostaniemy dowody wpłaty telewizor;dtv
telewizor gra przyjechałam urlopu telewizor włączyć wiem stało;internet stacjonarny
uregulowane chciałam prosić przysłanie nowych rachunków wpłat tysiące;saldo
telewizją muszę zmienić swoim telewizorze dekoder;dtv
zainstalowany dekoder dekoder popsuł dekoder telewizji;dtv
zakłócenia dekoderze kablówki telefonem;dtv
zapłacony rachunek ciągle ćwierkanie telewizorze okrągło macie przekaz;saldo
zgłoszony dekoder działa;dtv
zmiany rachunku opłat;saldo
miałam oddać sprzęt pojechała punkty nieczynne zrobić sprzęt;zwrot sprzętu
miałam wymieniany dekoder programów;dtv
obsłużyć pójść pocztę zapłacić proszę przysłanie kwitów opłat;płatności
mogę pomocy dostałem naliczona fakturę;płatności
mogę telefon domowy;telefon stacjonarny
mogę karty komorna telefonu komórkowego działają;telefon mobilny
mówię nawalił telewizor;dtv
mówić chora bpa;dtv
dostałam pory rachunku;saldo
dostałam kwitków opłaty abonamentu;saldo
dostałam rachunku dowiedzieć jakieś opóźnienie żebym miała potem problemów;saldo
dostałam prostu rachunku żebym zapłaciła;saldo
dostałam ostatniego rachunku wiem ostatni termin płatności;saldo
prostu chciałam zgłosić programów;dtv
głosu telewizorze wiem odzyskać;dtv
zadłużenia żadnego;windykacja
obrazu telewizji chwili;dtv
programu wiedzieć;dtv
rachunku wiem dzieje;saldo
rachunku duża żabia koniec miesiąca;saldo
sygnału sygnał sygnału wiem proszę dzwonię ulicy uroczej;dtv
telewizja telewizji drugi proszę przyszedł;dtv
chwili dekoder odbiera wiem;dtv
żadnego zadłużenia czas regularnie płacę systematycznie;windykacja
wiem ekranie pisze błąd karty sprawdzić kartę wiem znaczy;dtv
wiem chodzi dekoder źle działa;dtv
wczoraj dwudziestej trzeciej ogóle obrazu telewizji głosu;dtv
odnośnie zaległości telewizję;windykacja
ostatnio ogóle żadnego dekodera wymieniałam samego początku dekodery wiem cudem tę zapłacić;dtv
otrzymałem państwa wiem mogę rozmawiać halo faktury chodzi płatności;płatności
otrzymałem kontaktuję działu płatności bym chciała;saldo
otrzymujesz stale faktury jakiejś dokładkę wiem;płatności
powiem jakiego kłopoty prostu wifi wifi;internet stacjonarny
słyszę słyszy słyszy mniejszy dziwna rzecz telewizora;dtv
debil telewizji rozumiesz przełącz;dtv
konsultantką powiedz chcesz telefon komórkowy;telefon mobiny
mówię;dtv
pierdzielę;dtv
prostu nabył siłom pilocie dekoder pilot telewizora mogę poradzić umiem włączyć poproszę pomoc;dtv
prostu dzwonię rachunku;saldo
prostu dzwonię rachunku otrzymałam;saldo
prostu wypowiedzenia przedwczesnego wypowiedzenia zerwanie umowy;rezygnacje
poproszę fakturę bieżący miesiąca nazwisko bieńczycki ulica ślęczka mieszkanie;płatności
poproszę nowy pilot telewizora;dtv
poproszę przekierowanie rozmowy konsultanta dotyczący bieżących rachunków umowy;saldo
poproszę druczki kablówkę faktury;płatności
poproszę rachunkiem rachunki;płatności
poproszę windykacją;windykacja
potrzebuję druki zapłaty;saldo
potrzebuję proszę rachunku;saldo
potrzebuję dowiedzieć wysyłacie faktury;płatności
proszę blankiety zapłaty;płatności
proszę połączenie rachunku zapłaty;saldo
proszę przesłanie kwitów opłat blankietów;płatności
proszę rachunek rachunku dama zapłacone;saldo
proszę telewizję;dtv
proszę dzwonię rachunków;saldo
proszę dzwonię takiej dostałam rachunek zapłacony zapłaciłam internetem;saldo
proszę dekoder chyba psuje wiem pszczela wyłącza telewizor wiem dzieje;dtv
proszę nazwisko białej dzwonię faktury pory faktury proszę;płatności
proszę kontaktu telewizja;dtv
proszę wczoraj wysyłałam opłaty mniej;saldo
proszę zawiesił dekoder odblokować;dtv
chwilą dzwoniłam programu telewizyjnego wrzawy konsultacje wolny proszę połączyć limina załatwić;dtv
chwilką zdałam dekoder nagrywarką zostałam dekodera zrobić żebym mogła oglądać telewizję;dtv
rozmawiałam chwilą opłaty jakiejś dopłaty zostało przerwane połączenie;saldo
chciałam dowiedzieć dostanę książeczkę opłat;płatności
chciałam dowiedzieć dostałam wysoki rachunek;saldo
chciałam dowiedzieć dostanę rachunki rachunki skręcili;saldo
chciałam dowiedzieć temat opłat płacę miesiąc internet;płatności
chciałam zapytać mamy rachunków;saldo
chciałam zapytać rachunek zapłacić abonament masz dzwoniłam;saldo
kontaktuję odstąpienie umowy wczoraj upłynął termin dalej kanały działają wysyłany;odstąpienie
kontaktuję technicznych problem kartą mogę odbierać programów;dtv
kontaktuję technicznych prostu telewizor odbiera pewnie wcisnęłam nieodpowiedniego wciąż zobaczyć fachowiec;dtv
kontaktuję przyszedł rachunek numery rachunku;saldo
kontaktuję otrzymanej faktury;płatności
kontaktuję opłat;płatności
kontaktuję opłat abonament;płatności
kontaktuję rachunku muszę chciała fakturę przesunąć styczniową;saldo
kontaktuję rachunku chodzi rachunki;saldo
kontaktuję rachunku proszę;saldo
kontaktuję remontu naprawienia telewizora;dtv
kontaktuję rezygnacji członkostwa vectrze;rezygnacje
kontaktuję rzekomo niezapłaconego jakiegoś rachunku opłacone;saldo
kontaktuję zapłacony rachunek rachunek zapłacony;saldo
kontaktuję dostać rachunek kablową dostałam rzymie mogła oddzwoni;saldo
kontaktuję ziemi przyszły drugi opłaty;saldo
nazywam rezultat iskierka chciałam spytać rachunek przyszło płacić szkielet;saldo
orientuję proszę temat reperacji obsługi telewizora dwóch dni odbiera bym prosił pomoc;dtv
proszę chciałam zapytać dzwonię sośnicy mogę wymienić pilot dekodera;dtv
rachunku rachunków kontaktu bania;saldo
zawieszenia telewizji internetu;dtv
ramach zwrotu sprzętu znaczy internetu;zwrot sprzętu
sprawy techniczne proszę chciałem zgłosić innego;dtv
sprzedaję mieszkanie zrezygnować kablówki kupującej chce kablówki;rezygnacje
chciałem telewizor chwili nowy telewizor odbiera;dtv
telewizorów terenie świętochłowic mamy programu;dtv
telewizja telewizja dostępu telewizji;dtv
telewizor proszę rachunki rachunek telewizor;dtv
czekam konsultanta przyszedł telewizor ustawić ogóle odbieram programów;dtv
dostałem założeń kablówkę dostałem dostałam jakieś nowy rachunki tęczy zapytać zapłacony;saldo
stacjonarnego;internet stacjonarny
telefonu komórkowy komórkowego;telefon mobilny
dzwonię odnośnie faktury nazwisko ulica zakładowa pionkach;płatności
ogóle dostaję faktury musiałam zapłacić parę wiem;płatności
zapłacić swoją zaległość;windykacja
telewizję internet chodzi;dtv
rachunków kablówkę;saldo
uzgodnić płatności opłaty credo watt;saldo
telewizji telewizji internetu proszę;dtv
chciałam prostu chodzi chodzi chciałam roczną opłatę zrobić konta;saldo
chciałem zapytać zadłużenie jakiejś uregulować kwotę całą;windykacja
chciałem zadzwonić rachunku zapłacić mogę zapłacić;saldo
czym pomóc jabłoń otrzymałem rachunku;saldo
ogóle telewizji airfree;dtv
faktury rachunku;płatności
technicznych dekoder funkcjonuje miałam zakładany pory porządku;dtv
technicznych awaria możemy oglądać telewizji;dtv
bloczków ab otrzymałam zapłaty;saldo
dekoderze dex telewizja prywatna;dtv
dekodera chciałem dowiedzieć;dtv
dekodera mówić;dtv
dekodera kabli;dtv
dekodera odbiera dekoder soboty wiem dzieje ogóle przełączam programy kreski;dtv
dekodera nowego będziemy musieli zakładać nowa dekodery kupować starych;dtv
dzwonię opłat abonament halo;płatności
faktury jaką otrzymałam;płatności
faktury odbiór telewizji;płatności
faktury otrzymałam;płatności
faktury otrzymanej skontaktuje;płatności
nadpłaty bym chciała przeksięgować pozostałe miesiące bym ujrzała dalszym ciągu opłaty;saldo
numeru wifi;internet stacjonarny
odstąpienia umowy;odstąpienie
opłat;płatności
opłat regulacje opłaty;płatności
opłaty kontaktuje opłaty internetu szybka pomoc internetowa;saldo
opłaty internet telefon;saldo
opłaty telefon umowę umowę zawierałam bym prosiła kontakt dowiedzieć dostałam rachunki stary nowych;saldo
płatności chciałam rozmawiać;saldo
płatności dostałem dostałem;saldo
proszę rezygnacji pakietu zawarłam umowę;rezygnacje
przeniesienia abonamentu spisałam umowę dodzwoniłam;przeniesienie usług
rachunków opłacić kablówkę;saldo
rachunków dostaję rachunki miesiąc nowy tamtym dostałam;saldo
rachunków dzwonię;saldo
rachunków dotarły rachunki ostatnio miałam każdego miesiąca;saldo
rachunku miałam dostać;saldo
rachunku skonsultować razy naliczone;saldo
rachunku chciałam dowiedzieć inspektorem zgodę temu zwrot rachunek przychodzi duży;saldo
rachunku chciałam rozmawiać;saldo
rachunku dostałam rachunek telefonicznie mailowo zapłacić;saldo
rachunku dzwoniła;saldo
rachunku informuje;saldo
rachunku dostałam rachunku opłacenia;saldo
rachunku otrzymałam duży rachunek zapłaty telewizję;saldo
rachunku kontaktuję rachunku;saldo
rachunku miesiąc otrzymałam dzieje;saldo
rachunku telewizję kablową;saldo
rachunku pory rachunku;saldo
rachunku przyszła faktura zapłatę;saldo
rezygnacji;rezygnacje
rezygnacji netflixa rocznej promocji;rezygnacje
technicznej dekoder chyba padół dostałem dekoder;dtv
technicznej ekranie pokaże napis problem kartą sprawdź kartę zrobić;dtv
technicznej działa dekoder wczoraj;dtv
telefonu komórkowego dzwonię chciałam konsultantem porozmawiać temat telefonu komórkowego;telefon mobiny
telewizora odbiera;dtv
telewizora włączyłam;dtv
technicznych musimy wczoraj dzwoniłam powiedziała siedemnastej telewizja telewizji pory;dtv
wystawienia rachunku;saldo
zadłużenia chciałam wyjaśnić;windykacja
zaległości rachunku;windykacja
zapłaty telewizor chciałam dowiedzieć rozmawiać;saldo
zapłaty zapłaciłam rachunek proszę włączenie telewizji internetu;saldo
zdania dekodera dniu;dtv
zwrotu dekodera;dtv
wczoraj dzwoniłam dekoder popsutej powtórzyć zrobił samo;dtv
wiem rachunków;saldo
wiem kanałów;dtv
rozmawiałem chodzi druk rachunku zapłacić miesiąc;saldo
wpłaciłem telewizor druku miałem blankietu wpisałem;dtv
wróciłem sprzęt mawiać została rozwiązana mailowo powiadomienie zwrócić sprzęt;zwrot sprzętu
wysyłałam dekoder przyszło otrzymaliście wiem;dtv
komórki dzwonię kogoś stacjonarne mogę sygnału telefonie ludzi dzwonię sygnału kiedyś miałam sygnał;telefon stacjonarny
zadłużenia prosze niegdyś chyba gada przerwy dzwonię;windykacja
zamawiałam usługę popsuł telewizor miał przyjechać;dtv
zamawiałem pakiet eleven chciałem dowiedzieć aktywny karta sim domy przydział;telefon mobiny
zapłaciłem rachunek wczoraj czas przychodzi zapłaconego rachunku gładki proszę sprawdzić odpowiedź;saldo
szkoły jednego mieszkania wszędzie zrobić przenieść internet drugim tkanie;przeniesienie usług
zgłaszałem żyjesz awaria telewizor gra telefonu działa porządku;dtv
żadnej faktury dostaję powiedziałam płaciła jakbym zerwała umowy pisać zgłaszać;płatności
jachtów powiedzieć wymieniony router pory chyba aktywowana usługa internetu proszę;internet stacjonarny
stacjonarnego telewizji;dtv
chciałam odblokowanie telewizora;saldo
chodzi chodzi opłatę rachunku miesiąc;saldo
długo przerwa sygnału telewizji;dtv
długo trwa rozwiązanie umowy dniem ostatniego przykład rozwiązana umowa wygląda strony;rezygnacje
dzwonię prawdopodobnie wysiadł dech dekoder mogę włączyć;dtv
głoszę naprawę dekodera;dtv
koszty chciałam koszty opłaty;saldo
chciałam dostałam faktura zapłacą yeti miesiąc zapłacony;płatności
chciałem pochodziła tą robił rachunki wystawia;saldo
mogę zrezygnować umowy;rezygnacje
spraw technicznych chciałem wymienić dekoder;dtv
obecnie wynosi faktura;płatności
jakiejś telewizor miała;dtv
telefon stacjonarny stacjonarnego numer komórki numer dzwoni;telefon stacjonarny
powiedziała postaram rozwiązać twoją sprawę potrzebować;rezygnacje
kontaktuje dostałam wezwanie zapłaty chciałam wyjaśnić uważam zalegam żadną zapłatą;saldo
kontaktuje rachunku proszę;saldo
kontaktuje rachunku chyba pomyłka rachunku multimediami wiem wiem zrobić;saldo
kontaktuje wyjaśnienia rachunku;saldo
kontaktuje temacie faktury podano numer faktury;płatności
aktywować hb;hbo
aktywować usługę hbo konto hb;hbo
przesłać dowiedzieć numer konta;saldo
włączyć telewizji kanały drugim telewizorze internet;dtv
chodzi rachunki mamy druczków ostatnio druczki starych tamtym wypełniała koszt daty przedstawia;saldo
mogę odzyskać nadpłatę;saldo
mogę wypowiedzieć umowę;rezygnacje
mogę zmienić ustawienia telewizorze dekoderze żebym widziała aktualne trwające programy tv;dtv
pomóc skończył odcinki zapłaty proszę przysłać;saldo
dokumenty należy złożyć zrezygnować usług;rezygnacje
najbardziej;dtv
obora telewizora;dtv
razu rozmawiać telewizją;dtv
oddać sprzęt rozwiązaniu umowy;zwrot sprzętu
odliczyć nadpłatę bieżącego rachunku;saldo
oglądać telewizję;dtv
połączyć router;internet stacjonarny
pomóc dekodera nagrywarką;dtv
przenieść usługę winną lokacji;przeniesienie usług
przenieść usługi innego miasta;przeniesienie usług
rozwiązać rozmowę umowę rozwiązać umowę;rezygnacje
rozwiązać umowę fixem;rezygnacje
rozwiązać umowę podpisaną;rezygnacje
rozwiązać umowę wcześniej;rezygnacje
odzywa zmiany dekodera powiększenie oferty;dtv
zalogować strefy klienta;umowa
poradzić wiem wina moich nieumiejętności telewizora uchronić proszę interwencję;dtv
sprawa dzwonię komórkowego;telefon mobilny
sprawdzić status mojej sprawy;status zgłoszenia
nacisnę dekoder oświecą program nabycia programów;dtv
nazwać wiem chodzi;internet stacjonarny
mojego rachunku chce rozmawiać;saldo
powiedzieć dekodera;dtv
nazywa odnośnie dekoder telewizji kablowej;dtv
czym telewizja odbiera cholery jasnej podgaj;dtv
uaktywnić fakturę elektroniczną;płatności
ustawić kolejność kanałów dekoderze;dtv
uzyskać dostęp konfiguracji wifi;internet stacjonarny
szkoda braku telewizji;dtv
technicznych uszkodzony dekoder;dtv
rachunku chciałem rozmawiać;saldo
rachunku dostałam opłacić takiej;dtv
płac rachunki płacę;saldo
włączam dekoder pilotem wyskakuje hdmi sms;dtv
włączyć dekoder;dtv
wygląda rozwiązanie umowy;rezygnacje
wygląda rozwiązanie umowy właściciel;rezygnacje
wyłączyć roaming;telefon mobiny
wywrócić dekoder;dtv
robotem chodzi odstąpienie umowy;odstąpienie
zalogować kablówki telewizji ludzie;dtv
założyć strefy klienta;umowa
zerwać umowę oddałem dekoder żebyś wysuwali faktur;dtv
dekoder telewizji podłączony jednej drugiej programy mamy najniższy;dtv
zrezygnować usług lekcji;rezygnacje
zwrócić sprzęt wypowiedzeniu umowy;zwrot sprzętu
zwykle internetu stacjonarnego;internet stacjonarny
zwykle internetu stacjonarnego nowością;internet stacjonarny
kwota zapłacenia;saldo
kwota faktury ostatniej;płatności
wysokość ostatniej faktury;płatności
opłata nową umowę;saldo
nadpłata wykazała;saldo
jaką zaległości ukraińcu;windykacja
jaką komórkowego;internet mobilny
jaką sprawdzić kartę problem kartą wyjaśnić;dtv
jaką telewizor router działa;dtv
jaką wysokość abonamentu zapłacenia;saldo
jakbym przeniesienie przeniesienie usług;przeniesienie usług
jakbyś czytała opcji każdym razem powiedziałabyś internetu stacjonarnego;internet stacjonarny
standard nadawania programów telewizyjnych zgodnie;dtv
czas zwrotu urządzenia wypowiedzeniu umowy;zwrot sprzętu
długi okres wypowiedzenia zakończeniu umowy;rezygnacje
telefon mobilny;telefon mobilny
koszt dekoderu drugi;dtv
koszt rezygnacji umowy;rezygnacje
login hasło routera internetu stacjonarnego;internet stacjonarny
numer konta;saldo
numer konta wpłaty internet;saldo
okres wypowiedzenia umowy;rezygnacje
rachunek zapłaty;saldo
salda rachunku;saldo
status mojego zamówienia;status zgłoszenia
status mojej cesji mojego pisma dzieje pismem;status zgłoszenia
hasło kod dostępu internetu prostu podłączyć;internet stacjonarny
okres umowy wypowiedzenia obowiązuje;rezygnacje
stacjonarny mobilny telefon mobilny;telefon mobiny
opłaty zakończeniu umowy;saldo
zadłużenie koncie rachunku;windykacja
usługi chodzi ogóle;umowa
saldo dzisiejszy;saldo
zadłużenie niby wiem bym chciała dowiedzieć chodzi;windykacja
nowy dekoder siebie;dtv
usługi;umowa
warunki rozwiązanie umowy;rezygnacje
usługi umie miał monter;umowa
jakiego dotyczy zaprogramował pieprzysz bzdury chodzi rachunki dostałem zapłacić;saldo
jakiegoś pracownika poprosić fachowca telewizora;dtv
jakieś dodatkowe wie naciąganie wezmę rachunki przychodzą miałam ogóle wyłączyć telewizor;saldo
jakieś głupoty mówić umowie gadasz głupoty;dtv
jakieś telewizja;dtv
jakieś robot chce zerwać kontrakt;rezygnacje
jakikolwiek telewizor;dtv
wcześniej chciałem rozmawiać odnośnie pakietu pakietu telewizji;dtv
jakość obrazu chodził jakość obrazu wyrazisty jakieś takiemu nienajlepszy;dtv
jakże dzwoniłam telewizora dekodera;dtv
jamy powtarzam płaciła ciocia mniej mieć podstawowe programy;dtv
porozmawiać temat zwrotu dekodera rozwiązałam umowę państwem;dtv
byłam umówiona panem miał wymienić dekoder;dtv
pilocie źle nacisnęłam proszę pomóc starszym człowiekiem akurat wcześnie widziałam źle nacisnęłam;dtv
zmieni czas dzwonię należy dobre proszę rachunków;saldo
spytać łące telefon stacjonarny leśnymi bystre;telefon stacjonarny
hol znam nazwisk nac telewizji;dtv
jasne chciałam zgłosić wymianę dekodera;dtv
jazów żadnego zadłużenia konkretnie nowej umowie;windykacja
duplikat karty ilu;telefon mobiny
telewizor mieć drugim pokoju psikus;dtv
jednego;internet stacjonarny
jednego tmobile chwili telefon domowy komórkowy;telefon stacjonarny
jednorazowo faktury końca;płatności
jednym dekoderze drugim działa;dtv
jedynie telewizją chodzi telefony czynne mówi takiego numeru proszę sprawdzić chciałam podać numery telefonów;dtv
jedynym oknem świat telewizor tydzień awaria proszę powiedzieć grane opłacę;dtv
przenieść odpowiedź listem;przeniesienie usług
komórkowego;telefon mobiny
jejku wiem telewizja kartę internet;dtv
awaria dekodera działa telewizor telefony internet;dtv
awaria mogę odbierać sygnału telewizji;dtv
awaria linii ogólnie awarię internetu domu chciałem dowiedzieć awaria;internet stacjonarny
awaria komunikat sprawdź kartę problem kartą;dtv
awaria telewizji odbioru telewizji ulicy dunikowskiego;dtv
awaria telefonu stacjonarnego sygnału dodzwonić;telefon stacjonarny
awaria rybniku telewizja działa;dtv
blokada środków;windykacja
błąd numerze telefonu mogę zalogować strefy klienta;umowa
błędy dostępu telewizję sprawić;dtv
połączenia telewizorem;internet stacjonarny
sygnału telewizji kanałów;dtv
telewizji wyskakuje błąd;dtv
całkowita blokada;windykacja
rachunki nowy dostałam;saldo
dekoder piwa nazwisko kubicka stawki;dtv
głos lecą igrzyska olimpijskie głosu;dtv
internet domowy telewizja działa wifi;internet stacjonarny
internet internetem stacjonarnym;internet stacjonarny
awaria miała zlikwidowana telewizji telefonu internetu nocy;dtv
koniec dostałem faktury;płatności
ekranie błąd dekodera spraw dekoder prawidłowa podłączony trwa samego telewizji;dtv
napis sygnału wiem przyczyna;dtv
naprawione wifi internet miał jutro przyjść mechanika niepotrzebny;internet stacjonarny
niesprawnego dekodera;dtv
nowy telewizor zakupiony podłączyć sieci;dtv
awarię dekodera;dtv
odłącz blokada założona internecie;windykacja
prawdopodobnie awaria ustalić mamy telewizji internetu;dtv
prawidłowo dekoder podłączony akurat jednego sąsiada naszym bloku państwa becker;dtv
problem działa pilot dekodera prostu oglądać telewizji;dtv
problem dekoderem często zawiesza dźwięk;dtv
problem dekoderem wiem;dtv
problem kartą;dtv
przerwa nadaniu telewizji dowiedzieć indywidualne ogólne;dtv
przerwa wifi brakuje bp telefonu;internet stacjonarny
saldo chwili ujemne dotyczy mieszkania ulicy wyrobka mieszkania gdańsku nazwisko myśliński;saldo
słabe router pokoju internetu;internet stacjonarny
słaby sygnał jednym pomieszczeń mieszkanie mieszkaniem duże pięćdziesięciu metrowe;dtv
soliska dzwonię jeleniej góry sygnału mieszkaniu;dtv
sprawa typu zgłaszałem numer awarii zanikach napięcia telewizji internetu płaci reaguje;dtv
strasznie kradną rachunku;saldo
sprawa przepisać umowę;cesja
sprawa dostałam trzynastego smsa zwrot nadpłaty zrobiłem;saldo
sprawa prostu srebrny pakiet uruchomionych programów;dtv
sprawa mamy ulicy sadowej programów telewizyjnych święta płacimy;dtv
takim następny stracimy musieli programów polsat sport ekstra fajki;polsat
rodzaju sprawa nacisnęłam mogę wrócić mojej listy kanału;dtv
telewizją czegoś internetem;dtv
telewizor koss telefonem;dtv
telewizor umową telefonem stacjonarnym;telefon stacjonarny
internet stacjonarny router biały router;internet stacjonarny
korekta faktury zmiana umowy prostu;płatności
podłączony imię dekoder potrzebuję idy dekoder;dtv
stacjonarny internet routerze;internet stacjonarny
stacjonarny komputer;internet stacjonarny
stacjonarny komputer internet stacjonarny;internet stacjonarny
telewizor kod dekoderze występuje hd czeppe napis graty drugi telewizor;dtv
dekoder telefonu nowy telefon połączenia;dtv
telewizor połączenia;dtv
rezygnacji telewizji;rezygnacje
telewizji błąd proszę sprawdzić dekoder prawidłowo podłączony niestety dekoder przedpokoju guziki;dtv
telewizji wyłączony program pytam płacimy;dtv
wizja głosu;dtv
włączony dekoder;dtv
drugi obrazu telewizji;dtv
opłacone przychodzą rachunki;saldo
zapłacone całe zadłużenie zapłacone świąt mamy telewizora;windykacja
telewizją wiązanie drukami płatniczymi;dtv
zawyżony rachunek opłat;saldo
porozmawiać klucza internetu włóka;dtv
ciekawy rachunku dostałem;saldo
produktu stacjonarnego;internet stacjonarny
rezygnacji wśród fixa;rezygnacje
odzywa halo;dtv
klientem chciałam wiedzieć otrzymuje faktury drogą mailową;płatności
klientem vectrze dostałem otrzymałam faktury;płatności
nowym klientem;dtv
nowym klientem zmienić termin niestety podłączenia internetu;zmiana terminu wizyty
nowym klientem zmienić termin podłączenie internetu;zmiana terminu wizyty
starszą osobą ogóle telewizor działa;dtv
umówiona technikiem trzeci tydzień technik dotarł;skarga
mieszkaniu mojej mamy pojawia kablówka działa pojawia napis problem kartą sprawdź kartę;dtv
pamięcią internet stacjonarny;internet stacjonarny
zainteresowana rozmową temat telefonii telewizji internetu;dtv
zdziwiona jakieś zaległości mogła sprawdzić;windykacja
jesteś gdańska brzeźna mamy telewizji odbiera błąd jakiejś wydarzyło prawda;dtv
jesteś połączenia telefoniczne chce rozmawiać;dtv
dokupić muszę podać później czek posyłają zapłacić płacę;saldo
dekoder nagrania dostępne momentu oddamy dekoder;dtv
przyszła faktura płacenia kablówki;płatności
składać skargi;skarga
rachunku płacenia wiem wygasło wygasło przyjdą jakieś rachunki;saldo
rozmawiał laptopie zrobić zlecenia dama polisy bank biur dekoder teściową;dtv
chodzi telewizję sygnału sygnału kanale sto trzydziestym szóstym tvn;dtv
chodzi chodzi telewizję przerwy ogóle misji sygnału;dtv
przenosimy mieszkania mieszkanie router działał nowym adresem;internet stacjonarny
sprawa wyłączyłem dekoder włączyłem telewizor sygnału litera wiem odłączanie odłączył byłeś kiedyś;dtv
stłuczemy rachunki sprawa techniczna;saldo
została uregulowana płatności długo czekać odblokowanie usług;saldo
jeziory normalny telewizor;dtv
proszę słabo słyszę;internet mobilny
kochany chodzi siedemnastej faktury opłacenia;płatności
komórkowego wpłaty;telefon mobilny
powiedzieć;dtv
stacjonarny mówiłem;internet stacjonarny
wiem czego dotyczy zadłużenia chyba;windykacja
jeździ babo telewizji;dtv
chodzi zapłatę niby zadłużenia;windykacja
jutra miał dekodera jutro zrywam umowę;dtv
telefonie proszę;dtv
mieszkaniem kupiłem dekoder obowiązująca umowa mogę mogę zarejestrować nową umowę mieszkanie;dtv
zablokowali kanały młodzież podstawowy kanałów;dtv
cierpi wifi;internet stacjonarny
józiek faktury;płatności
justynów dekodera telewizyjnego;dtv
jutowe działa telewizji;dtv
jutro przyjść instalator założyć telewizję telewizory jakieś podobno dekoder drugi;dtv
jutro przyjechać naprawa decoderze dekodera;dtv
jutro rachunku;saldo
zadłużenia ludzie kochani rozumie chodzi kuźwa dogadać zepsutej dekoder;dtv
mówię koteczku telewizji;dtv
drugi zesra zaległości jakiejś;windykacja
zgłaszałam awarię telewizji godziny dwunastej prostu wyłączona telewizja;dtv
telewizor uszkodzony kabel;dtv
